authorId,authorUrl,authorName
aut8569,2109475778,Muyoung Lee
aut8570,2165182119,Eunbeen Kim
aut8571,2108258178,Sungho Lee
aut8572,133708292,Byunghee Kang
aut8573,1500736873,Dabin Jeong
aut8574,47658932,Yaeji Kim
aut8575,2064754774,Hyeon-Nae Jeon
aut8576,6314329,Ha-eun Jung
aut8577,2069499885,S. Nam
aut8578,1491551058,Michael Chung
aut8579,2117145575,Jong-Hoon Kim
aut8580,39933053,Insuk Lee
aut8581,40383812,Ying-li Tian
aut8582,1737918,J. Cohn
aut8583,3025861,Timothy Jewison
aut8584,1871617,Yannick Djoumbou
aut8585,2844123,Farid Aziat
aut8586,33147958,Edison Dong
aut8587,2907098,Souhaila Bouatra
aut8588,143784376,I. Sinelnikov
aut8589,144545434,J. Xia
aut8590,2112561785,Philip Liu
aut8591,2564432,Faizath Yallou
aut8592,2002213,T. Bjorndahl
aut8593,1398597165,R. Perez-Pineiro
aut8594,3141411,Roman Eisner
aut8595,143719768,Felicity Allen
aut8596,143686063,R. Greiner
aut8597,40632644,Emily Clough
aut8598,2781124,R. Oughtred
aut8599,50686555,Chris Stark
aut8600,3290908,Bobby-Joe Breitkreutz
aut8601,3359767,J. Rust
aut8602,36188487,Lorrie Boucher
aut8603,3383353,Christie S. Chang
aut8604,1419257471,Nadine Kolas
aut8605,1398222654,Lara O'Donnell
aut8606,40603727,Genie Leung
aut8607,20759913,Rochelle McAdam
aut8608,1999001881,Frederick Zhang
aut8609,49086960,S. Dolma
aut8610,144607672,A. Willems
aut8611,1401492455,J. Coulombe-Huntington
aut8612,2552219,A. Chatr-aryamontri
aut8613,144199803,M. Tyers
aut8614,1404181075,A. Ketter
aut8615,1918852,R. Caspi
aut8616,144363662,Richard Billington
aut8617,2685551,I. Keseler
aut8618,38220252,Anamika Kothari
aut8619,3274505,Markus Krummenacker
aut8620,2369369,P. Midford
aut8621,2222216,W. Ong
aut8622,1778825,Suzanne M. Paley
aut8623,3096267,Pallavi Subhraveti
aut8624,1807113,P. Karp
aut8625,49948951,K. Shanker
aut8626,40647481,Nandan P. Deshpande
aut8627,2247039492,A. Pandey
aut8628,1948783,N. Rawlings
aut8629,50697318,A. Barrett
aut8630,2116084112,Xiaosong Huang
aut8631,5719984,J. Raffa
aut8632,4337300,Omar Badawi
aut8633,2259079144,P. J. Phillips
aut8634,143979395,H. Wechsler
aut8635,2263053550,Jeffrey Huang
aut8636,3313513,P. Rauss
aut8637,2288396727,Elodie Fleury
aut8638,2247699813,Arnaud Huvet
aut8639,4644737,C. Lelong
aut8640,5315243,J. de Lorgeril
aut8641,2288412276,Viviane Boulo
aut8642,2238556930,Y. Gueguen
aut8643,3974472,E. Bachère
aut8644,2288405978,Arnaud Tanguy
aut8645,2288409398,Dario Moraga
aut8646,3537654,C. Fabioux
aut8647,2288405903,Penelope Lindeque
aut8648,2288409610,Jenny Shaw
aut8649,2288412393,Richard Reinhardt
aut8650,2288405927,Patrick Prunet
aut8651,2265951264,Grace C. Davey
aut8652,7032398,S. Lapègue
aut8653,2285778110,Christopher Sauvage
aut8654,6351165,C. Corporeau
aut8655,153618022,Jeanne Moal
aut8656,3933012,F. Gavory
aut8657,2100106,François Moreews
aut8658,2448954,C. Klopp
aut8659,2288397037,Michel Mathieu
aut8660,3069821,P. Boudry
aut8661,3208716,P. Favrel
aut8662,1816520,Guangshun Wang
aut8663,2118027757,Xia Li
aut8664,2108194494,Zhe Wang
aut8665,152378260,F. Solt
aut8666,2059187518,David L. Wheeler
aut8667,2265550808,Stephen H. Bryant
aut8668,2257300473,Deanna M. Church
aut8669,2257176190,Ron Edgar
aut8670,2368474,S. Federhen
aut8671,2257252833,Wolfgang Helmberg
aut8672,2265546725,Yuri Kapustin
aut8673,51426015,D. L. Kenton
aut8674,51402325,Oleg Khovayko
aut8675,2257302549,Gregory D. Schuler
aut8676,2257210962,Lynn M. Schriml
aut8677,2257300264,Edwin Sequeira
aut8678,2257723289,Stephen T. Sherry
aut8679,2483377,A. Souvorov
aut8680,2044477,Tugba Onal Suzek
aut8681,2257258395,Lukas Wagner
aut8682,1398328959,Asli Demirgüç-Kunt
aut8683,145151405,R. Levine
aut8684,38153404,Philip Zimmermann
aut8685,1398366208,Matthias Hirsch-Hoffmann
aut8686,2255460,L. Hennig
aut8687,2028001,W. Gruissem
aut8688,49473305,H. Chandler
aut8689,108109364,A. P. Davis
aut8690,47186808,Cynthia J. Grondin
aut8691,2000280,Robin J. Johnson
aut8692,2160494,D. Sciaky
aut8693,9693063,Roy McMorran
aut8694,8380092,Jolene Wiegers
aut8695,1922749,Thomas C. Wiegers
aut8696,3283642,C. Mattingly
aut8697,144463965,A. Sheth
aut8698,118603022,Dmitri A. Jdanov
aut8699,4271774,D. Jasilionis
aut8700,4576696,V. Shkolnikov
aut8701,2065805203,M. Barbieri
aut8702,153125242,Goparani Mishra
aut8703,2241919793,Mavanur R. Suresh
aut8704,47171374,K. Kumaran
aut8705,2331927,N. Kannabiran
aut8706,4651839,Shubha Suresh
aut8707,2265888047,P. Bala
aut8708,2265888527,K. Shivakumar
aut8709,2265887919,N. Anuradha
aut8710,2265903626,Raghunath Reddy
aut8711,2265888947,T. M. Raghavan
aut8712,2265888785,Shalini Menon
aut8713,3173851,G. Hanumanthu
aut8714,2266144425,Malvika Gupta
aut8715,2102443483,Sapna Upendran
aut8716,2118928235,Shweta Gupta
aut8717,2265887970,Madhu Mahesh
aut8718,2064061410,Bincy Jacob
aut8719,29569369,Pinky Mathew
aut8720,2061558187,P. Chatterjee
aut8721,2265888870,K.H.S. Arun
aut8722,2265932195,Salil Sharma
aut8723,145284992,K. N. Chandrika
aut8724,2265890798,Nandan Deshpande
aut8725,2445281,Kshitish Palvankar
aut8726,1966748,R. Raghavnath
aut8727,2443325,R. Krishnakanth
aut8728,2265888820,Hiren Karathia
aut8729,2265888818,B. Rekha
aut8730,2265889240,Rashmi Nayak
aut8731,2265890661,G. Vishnupriya
aut8732,2065156515,H. Kumar
aut8733,71897826,M. Nagini
aut8734,2266024748,G. S. S. Kumar
aut8735,3106964,Rojan Jose
aut8736,145689683,P. Deepthi
aut8737,2072419126,S. Mohan
aut8738,145335162,T. K. Gandhi
aut8739,1759308,H. Harsha
aut8740,2265889121,Krishna S. Deshpande
aut8741,2265890655,Malabika Sarker
aut8742,144968373,T. K. Prasad
aut8743,48364560,J. Halliwell
aut8744,39815639,J. Hayhurst
aut8745,31740540,P. Parham
aut8746,32742013,B. Reed
aut8747,2203323651,Jesslyn F. Brown
aut8748,87985665,D. Ohlen
aut8749,144994451,Zhiliang Zhu
aut8750,48064260,Limin Yang
aut8751,34793903,J. Merchant
aut8752,143760165,K. Lewis
aut8753,52504104,J. Tzilivakis
aut8754,46950923,D. Warner
aut8755,145058780,A. Green
aut8756,2938154,N. Ponomarenko
aut8757,47475129,Lina Jin
aut8758,2219458,O. Ieremeiev
aut8759,1767349,V. Lukin
aut8760,1683084,K. Egiazarian
aut8761,1726534,J. Astola
aut8762,8843080,B. Vozel
aut8763,1681243,K. Chehdi
aut8764,5273673,M. Carli
aut8765,2200765,F. Battisti
aut8766,9363144,C.-C. Jay Kuo
aut8767,38070012,D. Tzur
aut8768,36093977,N. Young
aut8769,2053696560,D. Cheng
aut8770,144927979,K. Jewell
aut8771,48011347,S. Sawhney
aut8772,40483582,Chris Fung
aut8773,3113420,Lisa Nikolai
aut8774,2117279482,Mike Lewis
aut8775,2908470,M. Coutouly
aut8776,46933596,I. Forsythe
aut8777,2053106889,Peter Tang
aut8778,1815830,S. Shrivastava
aut8779,2443163,Kevin Jeroncic
aut8780,2212075,P. Stothard
aut8781,2570717,G. Amegbey
aut8782,39583294,D. Hau
aut8783,145025878,James R. Wagner
aut8784,114606214,Jessica Miniaci
aut8785,39858291,M. Clements
aut8786,1401280000,M. Gebremedhin
aut8787,2112460993,Natalie Guo
aut8788,40492208,G. Duggan
aut8789,34154261,Glen D. MacInnis
aut8790,115331555,Alim M. Weljie
aut8791,2950252,R. Dowlatabadi
aut8792,2091283,F. Bamforth
aut8793,2081717772,D. Clive
aut8794,2154883669,Liang Li
aut8795,2068371402,T. Marrie
aut8796,1757716,B. Sykes
aut8797,40477927,H. Vogel
aut8798,2102704570,Lori Querengesser
aut8799,144927590,W. Bramer
aut8800,3744766,M. Rethlefsen
aut8801,145350044,J. Kleijnen
aut8802,2552311,O. Franco
aut8803,2918948,R. Baayen
aut8804,2464862,R. Piepenbrock
aut8805,2087257,L. Gulikers
aut8806,1763455,F. Burkhardt
aut8807,2840105,A. Paeschke
aut8808,104089060,M. Rolfes
aut8809,2711349,W. Sendlmeier
aut8810,35216383,Benjamin Weiss
aut8811,8407652,S. Kirklin
aut8812,39280442,J. Saal
aut8813,37451453,A. Thompson
aut8814,1907763,J. Doak
aut8815,7995028,Muratahan Aykol
aut8816,2026178642,S. Ruhl
aut8817,47160235,O. Langner
aut8818,2365875,R. Dotsch
aut8819,2016035,Gijsbert Bijlstra
aut8820,39854264,D. Wigboldus
aut8821,2390460,Skyler T. Hawk
aut8822,6511503,A. van Knippenberg
aut8823,47487387,B. Lehner
aut8824,2006599,P. Döll
aut8825,2606480,James R. Staley
aut8826,3026436,James A. Blackshaw
aut8827,38386329,M. Kamat
aut8828,1721090,Steve Ellis
aut8829,2328249,P. Surendran
aut8830,37187951,B. Sun
aut8831,35474480,D. Paul
aut8832,29969885,Daniel F. Freitag
aut8833,144100855,S. Burgess
aut8834,46810441,R. Young
aut8835,2110203418,Cynthia L. Smith
aut8836,2671858,J. Kadin
aut8837,2150299143,J. Richardson
aut8838,9698703,The Mouse Genome Database Group
aut8839,8404533,Sara Oster
aut8840,3389934,Adnane Sellam
aut8841,2243939,S. Armato
aut8842,2242551286,Geoffrey Mclennan
aut8843,2259498243,Luc Bidaut
aut8844,1395643807,M. McNitt-Gray
aut8845,2242109373,C. R. Meyer
aut8846,2118140804,Anthony P. Reeves
aut8847,2260647039,Binsheng Zhao
aut8848,2252534010,Denise Aberle
aut8849,3102256,C. Henschke
aut8850,2242152138,Eric A. Hoffman
aut8851,2243583601,Ella A. Kazerooni
aut8852,144184829,H. MacMahon
aut8853,2248999079,Edwin J R van Beek
aut8854,2257092490,David Yankelevitz
aut8855,2252613378,Alberto M. Biancardi
aut8856,2191489,P. Bland
aut8857,2239640967,Matthew S. Brown
aut8858,49550511,R. Engelmann
aut8859,11484311,Gary E. Laderach
aut8860,2248999126,Daniel Max
aut8861,32500688,Richard C. Pais
aut8862,2259634444,David P.-Y. Qing
aut8863,13130848,Rachael Y. Roberts
aut8864,2259612188,Amanda R. Smith
aut8865,144913011,Adam Starkey
aut8866,2241764837,Poonam Batra
aut8867,40186633,P. Caligiuri
aut8868,16106431,Ali O. Farooqi
aut8869,2243576,G. Gladish
aut8870,2259643859,C. Matilda Jude
aut8871,6211859,R. Munden
aut8872,5592236,I. Petkovska
aut8873,2237375067,L E Quint
aut8874,2253138215,Lawrence H. Schwartz
aut8875,145784469,B. Sundaram
aut8876,2259483369,Lori E. Dodd
aut8877,97874963,C. Fenimore
aut8878,2242566631,David Gur
aut8879,2253157962,Nicholas Petrick
aut8880,37845261,J. Freymann
aut8881,2259641111,Justin Kirby
aut8882,2259411779,Brian Hughes
aut8883,2259638824,Alessi Vande Casteele
aut8884,2259639459,Sangeeta Gupte
aut8885,2259648287,Maha Sallam
aut8886,2259563715,Michael D. Heath
aut8887,2259591375,Michael H. Kuhn
aut8888,47449470,E. Dharaiya
aut8889,2259556674,Richard Burns
aut8890,1400603622,David Fryd
aut8891,1952931,M. Salganicoff
aut8892,2067184766,V. Anand
aut8893,2259637948,U. Shreter
aut8894,14513338,S. Vastagh
aut8895,2238016415,Barbara Y. Croft
aut8896,2238014211,Laurence P. Clarke
aut8897,1705151,M. Tamer Özsu
aut8898,144255847,P. Valduriez
aut8899,2341667,Tomer Altman
aut8900,2784885,K. Dreher
aut8901,1886337,C. Fulcher
aut8902,2234200,Mario Latendresse
aut8903,1942463,L. Mueller
aut8904,3168858,Quang Ong
aut8905,2176047,Anuradha Pujar
aut8906,2653623,A. Shearer
aut8907,97571985,Michael D. Travers
aut8908,38431161,Deepika Weerasinghe
aut8909,7914036,Peifen Zhang
aut8910,3375933,Florian Korninger
aut8911,3526830,Guilherme Viteri
aut8912,1988267,K. Sidiropoulos
aut8913,1401943939,P. Marín-García
aut8914,3023770,P. Ping
aut8915,4030849,D. Boffa
aut8916,35854848,J. Rosen
aut8917,7721501,K. Mallin
aut8918,34459764,Ashley M. Loomis
aut8919,31641974,G. Gay
aut8920,7189453,B. Palis
aut8921,5066537,K. Thoburn
aut8922,12695241,Donna M. Gress
aut8923,7305313,D. Mckellar
aut8924,2654757,L. Shulman
aut8925,48498434,M. Facktor
aut8926,2857860,D. Winchester
aut8927,3274166,L. Daugherty
aut8928,3214004,S. Hunter
aut8929,3110563,C. McAnulla
aut8930,None,Conor McMenamin
aut8931,1779954,Sebastien Pesseat
aut8932,1793280,Maxim Scheremetjew
aut8933,50401589,C. Rato
aut8934,2337674,Siew-Yit Yong
aut8935,144239885,D. Kahn
aut8936,1932548873,D. Guyot
aut8937,2813406,Matt E. Oates
aut8938,2138686711,H. Rammensee
aut8939,12096194,Jutta Bachmann
aut8940,2226324889,Niels Philipp Nikolaus Emmerich
aut8941,15980271,O. A. Bachor
aut8942,2031565,S. Stevanović
aut8943,143773131,Chen Cao
aut8944,143663883,Y. Weng
aut8945,2149163804,Shun Zhou
aut8946,3225345,Y. Tong
aut8947,144078074,Kun Zhou
aut8948,145432861,K. Hofmann
aut8949,144349035,W. Stoffel
aut8950,1694191,J. Hull
aut8951,5869938,Petar Glažar
aut8952,40498963,P. Papavasileiou
aut8953,1807951,N. Rajewsky
aut8954,3409542,Fazmin Nizam
aut8955,49349747,Austin Yan
aut8956,13736403,M. A. Azad
aut8957,3862899,A. Baylay
aut8958,6875074,K. Bhullar
aut8959,34826965,Marc J. Canova
aut8960,31630360,G. de Pascale
aut8961,7032709,L. Ejim
aut8962,47265545,L. Kalan
aut8963,2093374189,Andrew M. Q. King
aut8964,3767190,K. Koteva
aut8965,145019506,M. Morar
aut8966,145489529,M. Mulvey
aut8967,1438816165,Jonathan S O'Brien
aut8968,144105538,L. Piddock
aut8969,5582505,Peter Spanogiannopoulos
aut8970,40326906,Arlene D. Sutherland
aut8971,47452954,Irene Tang
aut8972,32225244,Patricia L. Taylor
aut8973,144315386,M. Thaker
aut8974,49337352,Wenliang Wang
aut8975,2114008164,Marie Yan
aut8976,33562958,Tennison Yu
aut8977,3150523,J. Kattge
aut8978,145741285,S. Díaz
aut8979,4687927,S. Lavorel
aut8980,51915849,I. Prentice
aut8981,4856898,P. Leadley
aut8982,6098953,G. Bönisch
aut8983,144690078,E. Garnier
aut8984,4547642,M. Westoby
aut8985,2829427,P. Reich
aut8986,1766605,I. Wright
aut8987,143995477,J. Cornelissen
aut8988,5419145,C. Violle
aut8989,40334344,S. Harrison
aut8990,2298439347,P. van Bodegom
aut8991,3224953,B. Enquist
aut8992,113017769,N. A. Soudzilovskaia
aut8993,2232699,D. Ackerly
aut8994,145459348,M. Anand
aut8995,5886162,O. Atkin
aut8996,2428288,M. Bahn
aut8997,40622085,T. Baker
aut8998,3098010,D. Baldocchi
aut8999,153436426,R. Bekker
aut9000,48724230,C. Blanco
aut9001,4756850,B. Blonder
aut9002,143903401,W. Bond
aut9003,2778704,R. Bradstock
aut9004,5690742,D. Bunker
aut9005,6782828,F. Casanoves
aut9006,1398054936,J. Cavender-Bares
aut9007,46601508,F. Chapin
aut9008,2297173,J. Chave
aut9009,3243360,D. Coomes
aut9010,3031444,W. Cornwell
aut9011,3166884,J. Craine
aut9012,32577003,B. Dobrin
aut9013,2053955505,L. Duarte
aut9014,143801495,W. Durka
aut9015,2265657,J. Elser
aut9016,102376403,G. Esser
aut9017,92457648,M. Estiarte
aut9018,143683588,W. Fagan
aut9019,2107727651,J. Fang
aut9020,1398490212,F. Fernandez-Mendez
aut9021,144910931,A. Fidelis
aut9022,49218094,B. Finegan
aut9023,47996414,O. Flores
aut9024,2054878348,H. Ford
aut9025,37646231,D. Frank
aut9026,6755255,G. T. Freschet
aut9027,1441201089,N. M. Fyllas
aut9028,4703963,R. Gallagher
aut9029,90096292,W. Green
aut9030,152729684,Á. Gutiérrez
aut9031,3995829,T. Hickler
aut9032,40512897,S. Higgins
aut9033,145567711,A. Jalili
aut9034,144476289,S. Jansen
aut9035,34863763,C. Joly
aut9036,40229183,A. Kerkhoff
aut9037,47951179,D. Kirkup
aut9038,4486479,K. Kitajima
aut9039,88684180,M. Kleyer
aut9040,145743168,S. Klotz
aut9041,2073490701,J. Knops
aut9042,145128020,K. Kramer
aut9043,39240989,I. Kühn
aut9044,2356714,H. Kurokawa
aut9045,3084356,D. Laughlin
aut9046,2148788,T. Lee
aut9047,4788636,M. Leishman
aut9048,4309890,F. Lens
aut9049,40800013,T. Lenz
aut9050,2140837,J. Lloyd
aut9051,6364523,J. Llusià
aut9052,4883302,F. Louault
aut9053,2218507089,S. Ma
aut9054,3242915,M. Mahecha
aut9055,115444519,P. Manning
aut9056,4301568,T. Massad
aut9057,4582588,B. Medlyn
aut9058,47402644,J. Messier
aut9059,152483579,A. Moles
aut9060,12610357,S. Müller
aut9061,2881745,K. Nadrowski
aut9062,3559508,S. Naeem
aut9063,4316676,Ü. Niinemets
aut9064,103656018,S. Nöllert
aut9065,2079237420,A. Nüske
aut9066,4991294,R. Ogaya
aut9067,5322133,J. Oleksyn
aut9068,5283502,V. Onipchenko
aut9069,5638423,Y. Onoda
aut9070,27540187,J. Ordoñez
aut9071,50232654,G. Overbeck
aut9072,4949184,W. Ozinga
aut9073,145774814,S. Patiño
aut9074,40097048,S. Paula
aut9075,3177876,J. Pausas
aut9076,144287812,J. Peñuelas
aut9077,31946163,O. Phillips
aut9078,145500251,V. Pillar
aut9079,6001758,Hendrik Poorter
aut9080,7032753,L. Poorter
aut9081,2794878,P. Poschlod
aut9082,3681310,A. Prinzing
aut9083,37704167,R. Proulx
aut9084,4525403,A. Rammig
aut9085,48793533,S. Reinsch
aut9086,3464897,B. Reu
aut9087,2874982,L. Sack
aut9088,1401968126,B. Salgado‐Negret
aut9089,89907775,J. Sardans
aut9090,3310443,S. Shiodera
aut9091,144752951,B. Shipley
aut9092,16023799,A. Siefert
aut9093,50280000,Ê. Sosinski
aut9094,1957880,J. Soussana
aut9095,32638588,E. Swaine
aut9096,1801888,N. Swenson
aut9097,123928934,K. Thompson
aut9098,2277213,P. Thornton
aut9099,21828128,M. Waldram
aut9100,4211509,E. Weiher
aut9101,2113329742,S. White
aut9102,2173329063,S. Wright
aut9103,4092752,B. Yguel
aut9104,4640770,S. Zaehle
aut9105,4709209,A. Zanne
aut9106,50383246,C. Wirth
aut9107,153314745,Ming-Syan Chen
aut9108,3005502,Eric P. Nawrocki
aut9109,2448952,Sarah W. Burge
aut9110,3122917,J. Daub
aut9111,2293446251,Evan W. Floden
aut9112,2441234,P. Gardner
aut9113,143862181,T. A. Jones
aut9114,2067071261,Terence Sim
aut9115,3240967,Maan Bsat
aut9116,3204485,Etienne Decencière
aut9117,2130047489,Xiwei Zhang
aut9118,1721126,G. Cazuguel
aut9119,50617430,B. Lay
aut9120,1974436,B. Cochener
aut9121,1405178553,Caroline Trone
aut9122,2817731,P. Gain
aut9123,1405178549,John-Richard Ordóñez-Varela
aut9124,144923890,P. Massin
aut9125,2967327,A. Erginay
aut9126,46593437,Béatrice Charton
aut9127,2070828228,Klein Jc
aut9128,2523183,K. Rosenbloom
aut9129,37929439,J. Armstrong
aut9130,34965960,G. Barber
aut9131,2054480233,J. Casper
aut9132,2029732,H. Clawson
aut9133,2170555,T. Dreszer
aut9134,2256824,P. Fujita
aut9135,3279928,L. Guruvadoo
aut9136,48613597,M. Haeussler
aut9137,1928061,R. Harte
aut9138,116474129,S. Heitner
aut9139,48182379,G. Hickey
aut9140,2078340,R. Hubley
aut9141,2638089,K. Learned
aut9142,2107499141,B. Lee
aut9143,2143747384,C. H. Li
aut9144,2096413759,K. Miga
aut9145,114358390,N. Nguyen
aut9146,2053144,B. Paten
aut9147,3144427,B. Raney
aut9148,34624894,A. Smit
aut9149,2518811,M. Speir
aut9150,49564559,A. Zweig
aut9151,7586694,R. Kuhn
aut9152,2144239945,Sangtae Kim
aut9153,2401553,Sven Heinicke
aut9154,49025934,Daici Chen
aut9155,2854289,A. Breitkreutz
aut9156,3351698,T. Reguly
aut9157,39838060,Julie Nixon
aut9158,38200115,Lindsay Ramage
aut9159,144358067,Andrew G. Winter
aut9160,2292226,M. Livstone
aut9161,2967324,M. Huynen
aut9162,2912857,Daniel Jaeggi
aut9163,2067704884,Steffen Schmidt
aut9164,2536413,B. Snel
aut9165,2403092,M. Saier
aut9166,145342608,V. Reddy
aut9167,3251207,Brian V. Tsu
aut9168,2899949,"Muhammad Saad Ahmed, Ph.D."
aut9169,1398978758,G. Moreno-Hagelsieb
aut9170,98874356,Usda Nrcs
aut9171,38945464,J. Greenbaum
aut9172,2265893,J. Ponomarenko
aut9173,92761875,P. Edgington
aut9174,153214141,M. Kessler
aut9175,2078982,C. Macrae
aut9176,50379167,Patrick McCabe
aut9177,2056567162,Jonathan Pearson
aut9178,39306150,Robin Taylor
aut9179,73529582,D. Church
aut9180,3205754,W. Helmberg
aut9181,2126316,L. Schriml
aut9182,145388224,L. Wagner
aut9183,2020036,T. Hrúz
aut9184,1906320,Oliver Laule
aut9185,145210177,Gábor Szabó
aut9186,2134824,Frans Wessendorp
aut9187,1806594,S. Bleuler
aut9188,2982882,Lukas Oertle
aut9189,1692856,P. Widmayer
aut9190,2053448411,Luciana Ferrer
aut9191,49504855,Hartmut Foerster
aut9192,40228600,Daniel S. Weaver
aut9193,65812616,K. Dere
aut9194,144618580,E. Landi
aut9195,46952725,H. Mason
aut9196,91561121,B. Fossi
aut9197,2243895129,B. Rhead
aut9198,39080699,M. Goldman
aut9199,2228550270,Antonio Coelho
aut9200,50706815,B. Giardine
aut9201,1403795435,Jennifer Hillman-Jackson
aut9202,3335079,V. Kirkup
aut9203,46651528,Chin H. Li
aut9204,35124971,L. Meyer
aut9205,38913964,A. Pohl
aut9206,2761344,Kayla E. Smith
aut9207,31951607,Felix A. Krüger
aut9208,19177087,L. Mak
aut9209,145813899,Rita Santos
aut9210,2673957,L. Salwínski
aut9211,144179211,ChristopherA. Miller
aut9212,48961795,Adam J. Smith
aut9213,38950838,Frank K. Pettit
aut9214,2606875,J. Bowie
aut9215,2417557,D. Eisenberg
aut9216,39700275,T. Mayer
aut9217,104834503,Soledad Zignago
aut9218,3323244,C. Amundsen
aut9219,3284230,G. Binkley
aut9220,34138468,Esther T. Chan
aut9221,2578936,B. Hitz
aut9222,2565389,K. Karra
aut9223,33526235,Cynthia J. Krieger
aut9224,2122727,S. Miyasato
aut9225,2115952574,Julie Park
aut9226,2733892,M. Skrzypek
aut9227,2223361,Matt Simison
aut9228,2366373,S. Weng
aut9229,7160599,E. Wong
aut9230,2242366010,Matthew
aut9231,2182448244,Menne
aut9232,66702547,I. Durre
aut9233,2262632293,Russell
aut9234,None,S.
aut9235,2247456743,Vose
aut9236,2244102656,Byron
aut9237,None,E.
aut9238,2247456747,Gleason
aut9239,2247456777,Tamara
aut9240,None,G.
aut9241,2178780561,Houston
aut9242,15316811,Ömer Emre
aut9243,6545763,T. Duman
aut9244,1454181588,Selim Özalp
aut9245,104619726,F. Şaroǧlu
aut9246,107997445,Şeyda Olgun
aut9247,104532961,Hasan Elmacı
aut9248,1411832212,Tolga Can
aut9249,3170113,K. Schuchardt
aut9250,3084885,B. T. Didier
aut9251,2929283,Todd O. Elsethagen
aut9252,48243596,Lisong Sun
aut9253,1870511,V. Gurumoorthi
aut9254,48846792,Jared M. Chase
aut9255,46276037,Jun Yu Li
aut9256,1776607,T. Windus
aut9257,49848237,J. Fry
aut9258,2446928,G. Xian
aut9259,9696259,Suming Jin
aut9260,51930576,J. Dewitz
aut9261,1891772,C. Homer
aut9262,33629338,Christopher A. Barnes
aut9263,104321989,N. Herold
aut9264,2431451,J. Wickham
aut9265,2796371,J. Lichtenauer
aut9266,145387780,M. Pantic
aut9267,46394768,G. Beamson
aut9268,3664938,D. Briggs
aut9269,50784491,Ming Ying
aut9270,49039791,Wei Zhang
aut9271,51114361,Hui Yu
aut9272,47062675,Xiaoqin Lu
aut9273,2145121318,Jingxian Feng
aut9274,2115434130,Yong-xiang Fan
aut9275,102597472,Yongti Zhu
aut9276,2111901707,D. Chen
aut9277,50144262,D. Greathead
aut9278,87508659,A. Greathead
aut9279,145023688,David Binns
aut9280,2066868869,Ujjwal Das
aut9281,1996177,Lauranne Duquenne
aut9282,2603375,N. Hulo
aut9283,2054426429,Elizabeth Kelly
aut9284,2693925,A. Laugraud
aut9285,145786563,D. Lonsdale
aut9286,2757225,M. Madera
aut9287,3194381,J. Maslen
aut9288,2420012,Antony F. Quinn
aut9289,2096759,J. Selengut
aut9290,2651754,Manjula Thimma
aut9291,144596952,Derek Wilson
aut9292,2491581,C. Yeats
aut9293,6448642,A. Dotter
aut9294,5300698,B. Chaboyer
aut9295,33067502,D. Jevremović
aut9296,103196729,V. Kostov
aut9297,34953543,E. Baron
aut9298,143999081,J. Ferguson
aut9299,3093982,R. Lyons
aut9300,145642115,R. Barber
aut9301,27090376,H. Dothe
aut9302,145852244,A. Goldman
aut9303,3028732,L. Laeven
aut9304,9308929,Fabián Valencia
aut9305,6023995,D. Russell
aut9306,8323286,G. Hatfull
aut9307,49054832,L. Bertram
aut9308,3528110,M. McQueen
aut9309,37461286,K. Mullin
aut9310,2971502,D. Blacker
aut9311,145986535,R. Tanzi
aut9312,71785153,T. Ancheta
aut9313,97425735,R. Darragh
aut9314,28099403,J. Stewart
aut9315,97757311,E. Seyhan
aut9316,145271554,W. Silva
aut9317,39519812,B. Chiou
aut9318,71962257,K. Wooddell
aut9319,66882887,R. Graves
aut9320,70486494,A. Kottke
aut9321,52040796,D. Boore
aut9322,49248373,T. Kishida
aut9323,97756181,J. Donahue
aut9324,38844323,Matthew Waller
aut9325,2643599,W. Alkema
aut9326,35084939,P. Engström
aut9327,2026602,B. Lenhard
aut9328,2455381,G. Bejerano
aut9329,2881822,J. S. Pedersen
aut9330,1710055,A. Siepel
aut9331,1422540131,A. Sultan-Qurraie
aut9332,1887224,Heather Trumbower
aut9333,2671552,M. Weirauch
aut9334,2398949,T. Wheeler
aut9335,32850054,P. Selinger
aut9336,2443551,M. Astrahan
aut9337,2491406,D. Chamberlin
aut9338,3215235,R. Lorie
aut9339,2241643058,Thomas G. Price
aut9340,2812268,Yi-Cheng Tu
aut9341,2058609729,Neil D. Rawlings
aut9342,2061122581,Alan J. Barrett
aut9343,2772248,J. Eng
aut9344,15410408,Tahmina A. Jahan
aut9345,35085876,M. Hoopmann
aut9346,2144092657,Colin A. Smith
aut9347,1819872998,Grace O' Maille
aut9348,3197141,E. Want
aut9349,2084609652,Chuan Qin
aut9350,2576589,S. Trauger
aut9351,4318397,T. Brandon
aut9352,15394897,D. Custodio
aut9353,2692972,R. Abagyan
aut9354,1693149,B. Desai
aut9355,1686255,A. Demers
aut9356,2422263,D. Greene
aut9357,1806375,C. Hauser
aut9358,144807973,Wes Irish
aut9359,2052511352,John Larson
aut9360,143838343,S. Shenker
aut9361,2232957,Howard E. Sturgis
aut9362,2003512,D. C. Swinehart
aut9363,1680763,D. Terry
aut9364,48772938,I. Garkavtsev
aut9365,2084258,U. Shankavaram
aut9366,145825502,B. S. Rao
aut9367,3182988,I. Tatarinov
aut9368,1699540,Stratis Viglas
aut9369,38690711,K. Beyer
aut9370,1769868,J. Shanmugasundaram
aut9371,2915064,E. Shekita
